customer_id,age,tenure,service_type,monthly_fee,churn,lifetime_value,service_weight,engagement_score,R_score,F_score,M_score,RFM_score,rfm_segment,_tenure_bucket,_age_group
C1273,50,17,mobile,10.41,0,176.97,1.0,2.89,2,1,1,4,At Risk,13-24,46-55
C1274,57,0,bundle,15.57,0,0.0,3.0,0.0,1,1,1,3,Hibernating,0-6,56-65
C1275,56,46,tv,94.57,0,4350.22,1.0,3.85,4,2,4,10,Loyal,25-48,56-65
C1276,35,65,bundle,137.03,0,8906.95,3.0,12.569,5,5,5,15,Champions,49+,26-35
C1277,57,37,internet,43.44,0,1607.28,2.0,7.275,3,4,2,9,Loyal,25-48,56-65
C1278,18,50,internet,75.75,0,3787.5,2.0,7.864,4,4,4,12,Champions,49+,18-25
C1279,28,62,bundle,73.07,0,4530.34,3.0,12.429,5,5,4,14,Champions,49+,26-35
C1280,45,3,bundle,76.22,0,228.66,3.0,4.159,1,3,1,5,At Risk,0-6,36-45
C1281,42,0,mobile,97.15,1,0.0,1.0,0.0,1,1,1,3,Hibernating,0-6,36-45
C1282,67,7,bundle,75.76,1,530.32,3.0,6.238,1,3,1,5,At Risk,7-12,65+
C1283,40,28,mobile,72.65,0,2034.2,1.0,3.367,2,2,3,7,Potential,25-48,36-45
C1284,48,54,internet,76.4,0,4125.6,2.0,8.015,4,4,4,12,Champions,49+,46-55
C1285,47,2,mobile,92.72,1,185.44,1.0,1.099,1,1,1,3,Hibernating,0-6,46-55
C1286,59,31,bundle,85.18,0,2640.58,3.0,10.397,3,5,3,11,Loyal,25-48,56-65
C1287,52,9,internet,129.58,1,1166.22,2.0,4.605,1,3,2,6,Potential,7-12,46-55
C1288,24,33,tv,16.93,0,558.69,1.0,3.526,3,2,1,6,Potential,25-48,18-25
C1289,33,54,mobile,126.66,1,6839.64,1.0,4.007,4,3,5,12,Champions,49+,26-35
C1290,43,31,internet,128.15,0,3972.65,2.0,6.931,3,4,4,11,Loyal,25-48,36-45
C1291,65,49,mobile,49.89,0,2444.61,1.0,3.912,4,2,3,9,Loyal,49+,56-65
C1292,69,6,internet,74.8,1,448.8,2.0,3.892,1,2,1,4,At Risk,0-6,65+
C1293,66,7,internet,71.4,1,499.8,2.0,4.159,1,3,1,5,At Risk,7-12,65+
C1294,19,64,mobile,40.59,0,2597.76,1.0,4.174,5,3,3,11,Loyal,49+,18-25
C1295,18,56,tv,65.55,0,3670.8,1.0,4.043,4,3,4,11,Loyal,49+,18-25
C1296,65,66,internet,16.21,0,1069.86,2.0,8.409,5,4,2,11,Loyal,49+,56-65
C1297,29,58,internet,48.9,0,2836.2,2.0,8.155,5,4,3,12,Champions,49+,26-35
C1298,22,71,internet,124.34,1,8828.14,2.0,8.553,5,4,5,14,Champions,49+,18-25
C1299,54,53,tv,49.84,0,2641.52,1.0,3.989,4,2,3,9,Loyal,49+,46-55
C1300,49,66,tv,124.55,0,8220.3,1.0,4.205,5,3,5,13,Champions,49+,46-55
C1301,26,50,bundle,84.42,0,4221.0,3.0,11.795,4,5,4,13,Champions,49+,26-35
C1302,58,7,mobile,133.18,1,932.26,1.0,2.079,1,1,2,4,At Risk,7-12,56-65
C1303,52,33,tv,90.47,0,2985.51,1.0,3.526,3,2,4,9,Loyal,25-48,46-55
C1304,36,34,mobile,14.15,0,481.1,1.0,3.555,3,2,1,6,Potential,25-48,36-45
C1305,65,31,bundle,104.56,1,3241.36,3.0,10.397,3,5,4,12,Champions,25-48,56-65
C1306,33,45,mobile,16.28,0,732.6,1.0,3.829,4,2,2,8,Potential,25-48,26-35
C1307,20,15,tv,73.08,0,1096.2,1.0,2.773,2,1,2,5,At Risk,13-24,18-25
C1308,37,67,mobile,140.12,1,9388.04,1.0,4.22,5,3,5,13,Champions,49+,36-45
C1309,41,36,tv,33.13,0,1192.68,1.0,3.611,3,2,2,7,Potential,25-48,36-45
C1310,50,53,mobile,64.58,0,3422.74,1.0,3.989,4,2,4,10,Loyal,49+,46-55
C1311,41,13,tv,112.18,0,1458.34,1.0,2.639,1,1,2,4,At Risk,13-24,36-45
C1312,69,54,tv,133.52,1,7210.08,1.0,4.007,4,3,5,12,Champions,49+,65+
C1313,28,47,mobile,103.93,1,4884.71,1.0,3.871,4,2,5,11,Loyal,25-48,26-35
C1314,66,6,bundle,46.14,1,276.84,3.0,5.838,1,3,1,5,At Risk,0-6,65+
C1315,25,6,internet,104.45,1,626.7,2.0,3.892,1,2,1,4,At Risk,0-6,18-25
C1316,53,32,bundle,51.54,0,1649.28,3.0,10.49,3,5,3,11,Loyal,25-48,46-55
C1317,55,22,mobile,110.58,1,2432.76,1.0,3.135,2,1,3,6,Potential,13-24,46-55
C1318,57,18,bundle,143.56,0,2584.08,3.0,8.833,2,5,3,10,Loyal,13-24,56-65
C1319,37,18,tv,111.0,0,1998.0,1.0,2.944,2,1,3,6,Potential,13-24,36-45
C1320,52,35,internet,130.8,0,4578.0,2.0,7.167,3,4,4,11,Loyal,25-48,46-55
C1321,65,28,mobile,10.29,0,288.12,1.0,3.367,2,2,1,5,At Risk,25-48,56-65
C1322,42,59,mobile,110.46,1,6517.14,1.0,4.094,5,3,5,13,Champions,49+,36-45
C1323,52,1,mobile,126.14,1,126.14,1.0,0.693,1,1,1,3,Hibernating,0-6,46-55
C1324,42,0,internet,15.68,0,0.0,2.0,0.0,1,1,1,3,Hibernating,0-6,36-45
C1325,46,46,tv,132.02,0,6072.92,1.0,3.85,4,2,5,11,Loyal,25-48,46-55
C1326,35,68,mobile,45.94,0,3123.92,1.0,4.234,5,3,4,12,Champions,49+,26-35
C1327,63,19,bundle,103.14,1,1959.66,3.0,8.987,2,5,3,10,Loyal,13-24,56-65
C1328,35,10,mobile,122.05,1,1220.5,1.0,2.398,1,1,2,4,At Risk,7-12,26-35
C1329,19,1,mobile,102.77,1,102.77,1.0,0.693,1,1,1,3,Hibernating,0-6,18-25
C1330,52,66,mobile,22.92,0,1512.72,1.0,4.205,5,3,2,10,Loyal,49+,46-55
C1331,33,11,mobile,93.49,1,1028.39,1.0,2.485,1,1,2,4,At Risk,7-12,26-35
C1332,58,19,tv,86.94,0,1651.86,1.0,2.996,2,1,3,6,Potential,13-24,56-65
C1333,53,4,bundle,136.04,1,544.16,3.0,4.828,1,3,1,5,At Risk,0-6,46-55
C1334,50,36,tv,66.59,0,2397.24,1.0,3.611,3,2,3,8,Potential,25-48,46-55
C1335,21,37,bundle,54.95,0,2033.15,3.0,10.913,3,5,3,11,Loyal,25-48,18-25
C1336,50,8,mobile,114.98,1,919.84,1.0,2.197,1,1,2,4,At Risk,7-12,46-55
C1337,31,52,internet,67.77,0,3524.04,2.0,7.941,4,4,4,12,Champions,49+,26-35
C1338,38,43,tv,100.45,0,4319.35,1.0,3.784,4,2,4,10,Loyal,25-48,36-45
C1339,65,23,internet,100.5,1,2311.5,2.0,6.356,2,3,3,8,Potential,13-24,56-65
C1340,37,29,tv,134.33,0,3895.57,1.0,3.401,3,2,4,9,Loyal,25-48,36-45
C1341,25,58,mobile,93.82,0,5441.56,1.0,4.078,5,3,5,13,Champions,49+,18-25
C1342,24,13,tv,80.3,0,1043.9,1.0,2.639,1,1,2,4,At Risk,13-24,18-25
C1343,20,8,mobile,29.44,1,235.52,1.0,2.197,1,1,1,3,Hibernating,7-12,18-25
C1344,34,39,tv,26.2,0,1021.8,1.0,3.689,3,2,2,7,Potential,25-48,26-35
C1345,50,65,mobile,31.61,0,2054.65,1.0,4.19,5,3,3,11,Loyal,49+,46-55
C1346,65,24,mobile,34.06,0,817.44,1.0,3.219,2,1,2,5,At Risk,13-24,56-65
C1347,29,21,bundle,99.3,0,2085.3,3.0,9.273,2,5,3,10,Loyal,13-24,26-35
C1348,68,3,mobile,113.74,1,341.22,1.0,1.386,1,1,1,3,Hibernating,0-6,65+
C1349,39,25,bundle,84.2,0,2105.0,3.0,9.774,2,5,3,10,Loyal,25-48,36-45
C1350,39,57,mobile,126.06,1,7185.42,1.0,4.06,4,3,5,12,Champions,49+,36-45
C1351,63,28,internet,148.78,1,4165.84,2.0,6.735,2,4,4,10,Loyal,25-48,56-65
C1352,47,36,mobile,124.8,1,4492.8,1.0,3.611,3,2,4,9,Loyal,25-48,46-55
C1353,55,69,internet,107.28,0,7402.32,2.0,8.497,5,4,5,14,Champions,49+,46-55
C1354,55,17,internet,84.55,0,1437.35,2.0,5.781,2,3,2,7,Potential,13-24,46-55
C1355,62,41,mobile,72.84,0,2986.44,1.0,3.738,3,2,4,9,Loyal,25-48,56-65
C1356,68,40,internet,21.81,0,872.4,2.0,7.427,3,4,2,9,Loyal,25-48,65+
C1357,25,37,bundle,65.91,0,2438.67,3.0,10.913,3,5,3,11,Loyal,25-48,18-25
C1358,44,33,tv,137.42,0,4534.86,1.0,3.526,3,2,4,9,Loyal,25-48,36-45
C1359,44,16,mobile,123.12,1,1969.92,1.0,2.833,2,1,3,6,Potential,13-24,36-45
C1360,51,36,internet,40.25,0,1449.0,2.0,7.222,3,4,2,9,Loyal,25-48,46-55
C1361,38,24,mobile,75.33,0,1807.92,1.0,3.219,2,1,3,6,Potential,13-24,36-45
C1362,47,26,bundle,124.34,0,3232.84,3.0,9.888,2,5,4,11,Loyal,25-48,46-55
C1363,50,56,mobile,19.43,0,1088.08,1.0,4.043,4,3,2,9,Loyal,49+,46-55
C1364,45,30,mobile,64.23,0,1926.9,1.0,3.434,3,2,3,8,Potential,25-48,36-45
C1365,64,5,internet,129.26,1,646.3,2.0,3.584,1,2,1,4,At Risk,0-6,56-65
C1366,50,39,bundle,66.55,0,2595.45,3.0,11.067,3,5,3,11,Loyal,25-48,46-55
C1367,22,11,tv,20.87,1,229.57,1.0,2.485,1,1,1,3,Hibernating,7-12,18-25
C1368,65,52,tv,85.95,0,4469.4,1.0,3.97,4,2,4,10,Loyal,49+,56-65
C1369,36,70,internet,130.64,0,9144.8,2.0,8.525,5,4,5,14,Champions,49+,36-45
C1370,21,9,mobile,92.64,1,833.76,1.0,2.303,1,1,2,4,At Risk,7-12,18-25
C1371,52,44,internet,41.68,0,1833.92,2.0,7.613,4,4,3,11,Loyal,25-48,46-55
C1372,66,16,internet,63.79,0,1020.64,2.0,5.666,2,3,2,7,Potential,13-24,65+
C1373,34,25,internet,73.02,0,1825.5,2.0,6.516,2,4,3,9,Loyal,25-48,26-35
C1374,61,61,mobile,91.1,0,5557.1,1.0,4.127,5,3,5,13,Champions,49+,56-65
C1375,45,45,bundle,116.31,0,5233.95,3.0,11.486,4,5,5,14,Champions,25-48,36-45
C1376,47,63,internet,23.84,0,1501.92,2.0,8.318,5,4,2,11,Loyal,49+,46-55
C1377,46,1,mobile,134.55,1,134.55,1.0,0.693,1,1,1,3,Hibernating,0-6,46-55
C1378,63,53,bundle,11.72,0,621.16,3.0,11.967,4,5,1,10,Loyal,49+,56-65
C1379,23,64,internet,61.81,0,3955.84,2.0,8.349,5,4,4,13,Champions,49+,18-25
C1380,52,50,tv,13.84,0,692.0,1.0,3.932,4,2,1,7,Potential,49+,46-55
C1381,58,52,bundle,65.02,0,3381.04,3.0,11.911,4,5,4,13,Champions,49+,56-65
C1382,54,35,internet,83.61,0,2926.35,2.0,7.167,3,4,4,11,Loyal,25-48,46-55
C1383,41,25,bundle,81.64,0,2041.0,3.0,9.774,2,5,3,10,Loyal,25-48,36-45
C1384,46,28,bundle,33.19,0,929.32,3.0,10.102,2,5,2,9,Loyal,25-48,46-55
C1385,66,20,bundle,100.4,1,2008.0,3.0,9.134,2,5,3,10,Loyal,13-24,65+
C1386,63,10,bundle,16.27,1,162.7,3.0,7.194,1,4,1,6,Potential,7-12,56-65
C1387,48,39,bundle,116.67,0,4550.13,3.0,11.067,3,5,4,12,Champions,25-48,46-55
C1388,52,10,bundle,142.53,1,1425.3,3.0,7.194,1,4,2,7,Potential,7-12,46-55
C1389,50,35,internet,57.57,0,2014.95,2.0,7.167,3,4,3,10,Loyal,25-48,46-55
C1390,69,58,tv,82.41,0,4779.78,1.0,4.078,5,3,4,12,Champions,49+,65+
C1391,38,38,mobile,63.05,0,2395.9,1.0,3.664,3,2,3,8,Potential,25-48,36-45
C1392,49,53,bundle,10.94,0,579.82,3.0,11.967,4,5,1,10,Loyal,49+,46-55
C1393,40,54,mobile,64.02,0,3457.08,1.0,4.007,4,3,4,11,Loyal,49+,36-45
C1394,50,23,internet,120.84,0,2779.32,2.0,6.356,2,3,3,8,Potential,13-24,46-55
C1395,20,21,bundle,93.44,0,1962.24,3.0,9.273,2,5,3,10,Loyal,13-24,18-25
C1396,35,68,tv,24.18,0,1644.24,1.0,4.234,5,3,3,11,Loyal,49+,26-35
C1397,42,55,mobile,128.6,1,7073.0,1.0,4.025,4,3,5,12,Champions,49+,36-45
C1398,59,32,bundle,84.35,0,2699.2,3.0,10.49,3,5,3,11,Loyal,25-48,56-65
C1399,48,35,internet,127.84,0,4474.4,2.0,7.167,3,4,4,11,Loyal,25-48,46-55
C1400,20,19,tv,91.23,0,1733.37,1.0,2.996,2,1,3,6,Potential,13-24,18-25
C1401,57,61,mobile,88.36,0,5389.96,1.0,4.127,5,3,5,13,Champions,49+,56-65
C1402,63,25,mobile,24.74,0,618.5,1.0,3.258,2,1,1,4,At Risk,25-48,56-65
C1403,41,65,bundle,33.43,0,2172.95,3.0,12.569,5,5,3,13,Champions,49+,36-45
C1404,67,39,tv,146.08,1,5697.12,1.0,3.689,3,2,5,10,Loyal,25-48,65+
C1405,49,16,tv,41.99,0,671.84,1.0,2.833,2,1,1,4,At Risk,13-24,46-55
C1406,64,0,tv,146.84,1,0.0,1.0,0.0,1,1,1,3,Hibernating,0-6,56-65
C1407,39,60,tv,84.47,0,5068.2,1.0,4.111,5,3,5,13,Champions,49+,36-45
C1408,40,42,internet,29.01,0,1218.42,2.0,7.522,4,4,2,10,Loyal,25-48,36-45
C1409,19,41,tv,23.9,0,979.9,1.0,3.738,3,2,2,7,Potential,25-48,18-25
C1410,44,24,mobile,39.24,0,941.76,1.0,3.219,2,1,2,5,At Risk,13-24,36-45
C1411,59,38,mobile,139.59,1,5304.42,1.0,3.664,3,2,5,10,Loyal,25-48,56-65
C1412,19,34,internet,67.98,0,2311.32,2.0,7.111,3,4,3,10,Loyal,25-48,18-25
C1413,43,2,mobile,65.36,1,130.72,1.0,1.099,1,1,1,3,Hibernating,0-6,36-45
C1414,34,43,mobile,53.85,0,2315.55,1.0,3.784,4,2,3,9,Loyal,25-48,26-35
C1415,57,50,tv,30.59,0,1529.5,1.0,3.932,4,2,2,8,Potential,49+,56-65
C1416,50,11,mobile,78.3,1,861.3,1.0,2.485,1,1,2,4,At Risk,7-12,46-55
C1417,26,18,internet,28.21,0,507.78,2.0,5.889,2,3,1,6,Potential,13-24,26-35
C1418,60,43,tv,126.97,0,5459.71,1.0,3.784,4,2,5,11,Loyal,25-48,56-65
C1419,65,58,bundle,61.86,0,3587.88,3.0,12.233,5,5,4,14,Champions,49+,56-65
C1420,56,48,tv,62.47,0,2998.56,1.0,3.892,4,2,4,10,Loyal,25-48,56-65
C1421,46,60,internet,76.36,0,4581.6,2.0,8.222,5,4,4,13,Champions,49+,46-55
C1422,59,16,tv,72.18,0,1154.88,1.0,2.833,2,1,2,5,At Risk,13-24,56-65
C1423,43,56,tv,149.28,0,8359.68,1.0,4.043,4,3,5,12,Champions,49+,36-45
C1424,52,54,internet,86.35,0,4662.9,2.0,8.015,4,4,4,12,Champions,49+,46-55
C1425,67,46,tv,22.35,0,1028.1,1.0,3.85,4,2,2,8,Potential,25-48,65+
C1426,42,11,internet,94.96,0,1044.56,2.0,4.97,1,3,2,6,Potential,7-12,36-45
C1427,41,61,internet,31.22,0,1904.42,2.0,8.254,5,4,3,12,Champions,49+,36-45
C1428,30,7,bundle,14.33,0,100.31,3.0,6.238,1,3,1,5,At Risk,7-12,26-35
C1429,24,20,mobile,145.9,1,2918.0,1.0,3.045,2,1,3,6,Potential,13-24,18-25
C1430,53,69,mobile,118.3,1,8162.7,1.0,4.248,5,3,5,13,Champions,49+,46-55
C1431,62,71,tv,147.22,1,10452.62,1.0,4.277,5,3,5,13,Champions,49+,56-65
C1432,37,24,tv,76.9,0,1845.6,1.0,3.219,2,1,3,6,Potential,13-24,36-45
C1433,18,11,bundle,84.52,1,929.72,3.0,7.455,1,4,2,7,Potential,7-12,18-25
C1434,25,14,bundle,33.57,0,469.98,3.0,8.124,2,4,1,7,Potential,13-24,18-25
C1435,63,58,bundle,44.57,0,2585.06,3.0,12.233,5,5,3,13,Champions,49+,56-65
C1436,33,25,internet,127.4,0,3185.0,2.0,6.516,2,4,4,10,Loyal,25-48,26-35
C1437,31,25,bundle,59.87,0,1496.75,3.0,9.774,2,5,2,9,Loyal,25-48,26-35
C1438,29,46,bundle,125.75,0,5784.5,3.0,11.55,4,5,5,14,Champions,25-48,26-35
C1439,68,31,tv,109.26,1,3387.06,1.0,3.466,3,2,4,9,Loyal,25-48,65+
C1440,40,9,bundle,34.8,0,313.2,3.0,6.908,1,4,1,6,Potential,7-12,36-45
C1441,32,15,internet,81.04,0,1215.6,2.0,5.545,2,3,2,7,Potential,13-24,26-35
C1442,45,70,internet,104.83,0,7338.1,2.0,8.525,5,4,5,14,Champions,49+,36-45
C1443,51,16,tv,42.91,0,686.56,1.0,2.833,2,1,1,4,At Risk,13-24,46-55
C1444,19,22,bundle,126.3,1,2778.6,3.0,9.406,2,5,3,10,Loyal,13-24,18-25
C1445,49,25,bundle,86.28,0,2157.0,3.0,9.774,2,5,3,10,Loyal,25-48,46-55
C1446,40,6,internet,33.13,0,198.78,2.0,3.892,1,2,1,4,At Risk,0-6,36-45
C1447,39,13,bundle,91.62,0,1191.06,3.0,7.917,1,4,2,7,Potential,13-24,36-45
C1448,68,6,bundle,149.96,1,899.76,3.0,5.838,1,3,2,6,Potential,0-6,65+
C1449,42,8,bundle,31.07,0,248.56,3.0,6.592,1,4,1,6,Potential,7-12,36-45
C1450,39,47,mobile,124.35,1,5844.45,1.0,3.871,4,2,5,11,Loyal,25-48,36-45
C1451,39,71,tv,39.02,0,2770.42,1.0,4.277,5,3,3,11,Loyal,49+,36-45
C1452,66,58,mobile,119.53,1,6932.74,1.0,4.078,5,3,5,13,Champions,49+,65+
C1453,69,38,tv,112.84,1,4287.92,1.0,3.664,3,2,4,9,Loyal,25-48,65+
C1454,59,17,internet,52.07,0,885.19,2.0,5.781,2,3,2,7,Potential,13-24,56-65
C1455,23,58,bundle,55.62,0,3225.96,3.0,12.233,5,5,4,14,Champions,49+,18-25
C1456,32,16,tv,120.95,0,1935.2,1.0,2.833,2,1,3,6,Potential,13-24,26-35
C1457,60,13,mobile,74.6,0,969.8,1.0,2.639,1,1,2,4,At Risk,13-24,56-65
C1458,54,30,bundle,112.31,0,3369.3,3.0,10.302,3,5,4,12,Champions,25-48,46-55
C1459,50,23,internet,30.72,0,706.56,2.0,6.356,2,3,2,7,Potential,13-24,46-55
C1460,25,59,tv,129.36,0,7632.24,1.0,4.094,5,3,5,13,Champions,49+,18-25
C1461,61,44,tv,109.52,1,4818.88,1.0,3.807,4,2,5,11,Loyal,25-48,56-65
C1462,61,2,tv,136.97,1,273.94,1.0,1.099,1,1,1,3,Hibernating,0-6,56-65
C1463,22,36,bundle,28.53,0,1027.08,3.0,10.833,3,5,2,10,Loyal,25-48,18-25
C1464,56,42,mobile,93.02,0,3906.84,1.0,3.761,4,2,4,10,Loyal,25-48,56-65
C1465,21,39,mobile,93.88,0,3661.32,1.0,3.689,3,2,4,9,Loyal,25-48,18-25
C1466,23,54,tv,59.48,0,3211.92,1.0,4.007,4,3,4,11,Loyal,49+,18-25
C1467,62,38,internet,74.19,0,2819.22,2.0,7.327,3,4,3,10,Loyal,25-48,56-65
C1468,49,14,internet,15.32,0,214.48,2.0,5.416,2,3,1,6,Potential,13-24,46-55
C1469,69,3,mobile,114.42,1,343.26,1.0,1.386,1,1,1,3,Hibernating,0-6,65+
C1470,47,24,internet,86.91,0,2085.84,2.0,6.438,2,3,3,8,Potential,13-24,46-55
C1471,64,12,mobile,18.08,0,216.96,1.0,2.565,1,1,1,3,Hibernating,7-12,56-65
C1472,52,32,tv,105.31,0,3369.92,1.0,3.497,3,2,4,9,Loyal,25-48,46-55
C1473,57,15,mobile,75.35,0,1130.25,1.0,2.773,2,1,2,5,At Risk,13-24,56-65
C1474,69,41,mobile,14.82,0,607.62,1.0,3.738,3,2,1,6,Potential,25-48,65+
C1475,33,65,tv,145.75,0,9473.75,1.0,4.19,5,3,5,13,Champions,49+,26-35
C1476,30,54,internet,142.88,0,7715.52,2.0,8.015,4,4,5,13,Champions,49+,26-35
C1477,67,41,mobile,81.81,0,3354.21,1.0,3.738,3,2,4,9,Loyal,25-48,65+
C1478,59,33,mobile,23.11,0,762.63,1.0,3.526,3,2,2,7,Potential,25-48,56-65
C1479,47,29,tv,115.65,0,3353.85,1.0,3.401,3,2,4,9,Loyal,25-48,46-55
C1480,36,12,internet,78.87,0,946.44,2.0,5.13,1,3,2,6,Potential,7-12,36-45
C1481,34,12,mobile,52.34,0,628.08,1.0,2.565,1,1,1,3,Hibernating,7-12,26-35
C1482,36,17,tv,78.8,0,1339.6,1.0,2.89,2,1,2,5,At Risk,13-24,36-45
C1483,45,31,mobile,83.14,0,2577.34,1.0,3.466,3,2,3,8,Potential,25-48,36-45
C1484,43,38,bundle,88.78,0,3373.64,3.0,10.991,3,5,4,12,Champions,25-48,36-45
C1485,54,45,tv,71.77,0,3229.65,1.0,3.829,4,2,4,10,Loyal,25-48,46-55
C1486,43,28,internet,94.81,0,2654.68,2.0,6.735,3,4,3,10,Loyal,25-48,36-45
C1487,40,61,internet,138.62,0,8455.82,2.0,8.254,5,4,5,14,Champions,49+,36-45
C1488,26,61,internet,60.72,0,3703.92,2.0,8.254,5,4,4,13,Champions,49+,26-35
C1489,29,56,internet,111.6,0,6249.6,2.0,8.086,4,4,5,13,Champions,49+,26-35
C1490,18,15,mobile,135.22,1,2028.3,1.0,2.773,2,1,3,6,Potential,13-24,18-25
C1491,18,55,mobile,73.84,0,4061.2,1.0,4.025,4,3,4,11,Loyal,49+,18-25
C1492,64,9,internet,72.08,1,648.72,2.0,4.605,1,3,1,5,At Risk,7-12,56-65
C1493,51,29,internet,94.3,0,2734.7,2.0,6.802,3,4,3,10,Loyal,25-48,46-55
C1494,49,24,internet,92.8,0,2227.2,2.0,6.438,2,3,3,8,Potential,13-24,46-55
C1495,65,4,mobile,122.92,1,491.68,1.0,1.609,1,1,1,3,Hibernating,0-6,56-65
C1496,42,64,internet,76.71,0,4909.44,2.0,8.349,5,4,5,14,Champions,49+,36-45
C1497,57,48,internet,149.46,0,7174.08,2.0,7.784,4,4,5,13,Champions,25-48,56-65
C1498,62,2,bundle,18.33,1,36.66,3.0,3.296,1,2,1,4,At Risk,0-6,56-65
C1499,18,44,bundle,10.44,0,459.36,3.0,11.42,4,5,1,10,Loyal,25-48,18-25
C1500,33,13,internet,99.63,0,1295.19,2.0,5.278,1,3,2,6,Potential,13-24,26-35
C1501,56,29,tv,51.78,0,1501.62,1.0,3.401,3,2,2,7,Potential,25-48,56-65
C1502,22,67,internet,43.65,0,2924.55,2.0,8.439,5,4,4,13,Champions,49+,18-25
C1503,39,17,bundle,53.67,0,912.39,3.0,8.671,2,4,2,8,Potential,13-24,36-45
C1504,46,61,tv,45.85,0,2796.85,1.0,4.127,5,3,3,11,Loyal,49+,46-55
C1505,20,36,tv,14.31,0,515.16,1.0,3.611,3,2,1,6,Potential,25-48,18-25
C1506,29,24,internet,146.01,0,3504.24,2.0,6.438,2,4,4,10,Loyal,13-24,26-35
C1507,43,47,bundle,40.9,0,1922.3,3.0,11.614,4,5,3,12,Champions,25-48,36-45
C1508,33,64,bundle,112.76,0,7216.64,3.0,12.523,5,5,5,15,Champions,49+,26-35
C1509,68,52,tv,116.76,1,6071.52,1.0,3.97,4,2,5,11,Loyal,49+,65+
C1510,54,14,internet,140.1,0,1961.4,2.0,5.416,2,3,3,8,Potential,13-24,46-55
C1511,39,48,mobile,14.28,0,685.44,1.0,3.892,4,2,1,7,Potential,25-48,36-45
C1512,46,67,mobile,132.09,1,8850.03,1.0,4.22,5,3,5,13,Champions,49+,46-55
C1513,31,11,bundle,83.81,0,921.91,3.0,7.455,1,4,2,7,Potential,7-12,26-35
C1514,45,58,mobile,98.56,0,5716.48,1.0,4.078,5,3,5,13,Champions,49+,36-45
C1515,22,36,bundle,100.23,1,3608.28,3.0,10.833,3,5,4,12,Champions,25-48,18-25
C1516,64,60,bundle,124.77,1,7486.2,3.0,12.333,5,5,5,15,Champions,49+,56-65
C1517,66,42,bundle,56.68,0,2380.56,3.0,11.284,4,5,3,12,Champions,25-48,65+
C1518,47,69,mobile,112.63,1,7771.47,1.0,4.248,5,3,5,13,Champions,49+,46-55
C1519,63,38,bundle,84.0,0,3192.0,3.0,10.991,3,5,4,12,Champions,25-48,56-65
C1520,69,55,tv,121.08,1,6659.4,1.0,4.025,4,3,5,12,Champions,49+,65+
C1521,22,62,internet,148.68,1,9218.16,2.0,8.286,5,4,5,14,Champions,49+,18-25
C1522,29,45,internet,38.09,0,1714.05,2.0,7.657,4,4,3,11,Loyal,25-48,26-35
C1523,33,10,bundle,149.25,1,1492.5,3.0,7.194,1,4,2,7,Potential,7-12,26-35
C1524,43,61,internet,22.57,0,1376.77,2.0,8.254,5,4,2,11,Loyal,49+,36-45
C1525,43,24,mobile,10.32,0,247.68,1.0,3.219,2,1,1,4,At Risk,13-24,36-45
C1526,65,70,mobile,16.18,0,1132.6,1.0,4.263,5,3,2,10,Loyal,49+,56-65
C1527,38,51,internet,57.85,0,2950.35,2.0,7.902,4,4,4,12,Champions,49+,36-45
C1528,56,3,mobile,98.61,1,295.83,1.0,1.386,1,1,1,3,Hibernating,0-6,56-65
C1529,53,58,internet,19.66,0,1140.28,2.0,8.155,5,4,2,11,Loyal,49+,46-55
C1530,50,71,internet,10.79,0,766.09,2.0,8.553,5,4,2,11,Loyal,49+,46-55
C1531,47,19,internet,141.19,0,2682.61,2.0,5.991,2,3,3,8,Potential,13-24,46-55
C1532,54,62,bundle,125.07,0,7754.34,3.0,12.429,5,5,5,15,Champions,49+,46-55
C1533,40,53,internet,123.29,0,6534.37,2.0,7.978,4,4,5,13,Champions,49+,36-45
C1534,27,56,bundle,133.82,0,7493.92,3.0,12.129,4,5,5,14,Champions,49+,26-35
C1535,22,40,internet,108.0,1,4320.0,2.0,7.427,3,4,4,11,Loyal,25-48,18-25
C1536,53,2,internet,24.62,0,49.24,2.0,2.197,1,1,1,3,Hibernating,0-6,46-55
C1537,51,5,internet,65.87,0,329.35,2.0,3.584,1,2,1,4,At Risk,0-6,46-55
C1538,69,4,mobile,111.24,1,444.96,1.0,1.609,1,1,1,3,Hibernating,0-6,65+
C1539,48,4,bundle,49.25,0,197.0,3.0,4.828,1,3,1,5,At Risk,0-6,46-55
C1540,27,53,bundle,106.24,0,5630.72,3.0,11.967,4,5,5,14,Champions,49+,26-35
C1541,36,46,internet,13.43,0,617.78,2.0,7.7,4,4,1,9,Loyal,25-48,36-45
C1542,49,48,internet,52.86,0,2537.28,2.0,7.784,4,4,3,11,Loyal,25-48,46-55
C1543,18,8,mobile,86.88,1,695.04,1.0,2.197,1,1,1,3,Hibernating,7-12,18-25
C1544,22,19,mobile,98.49,0,1871.31,1.0,2.996,2,1,3,6,Potential,13-24,18-25
C1545,62,60,mobile,90.79,0,5447.4,1.0,4.111,5,3,5,13,Champions,49+,56-65
C1546,21,34,bundle,107.69,1,3661.46,3.0,10.666,3,5,4,12,Champions,25-48,18-25
C1547,33,49,bundle,10.85,0,531.65,3.0,11.736,4,5,1,10,Loyal,49+,26-35
